Intermediate Accounting II,ACC-202-W01,,2023 Summer Full,5/30/2023 - 8/7/2023,,Off Site,,,INT,35,0
Business Taxation,ACC-224-W01,,2023 Summer Full,5/30/2023 - 8/7/2023,,Off Site,,,INT,35,0
Tax Audit and Research,ACC-226-W01,,2023 Summer Full,5/30/2023 - 8/7/2023,,Off Site,,,INT,35,0
Accounting Applications,ACC-245-W01,,2023 Summer Full,5/30/2023 - 8/7/2023,,Off Site,,,INT,35,0
Auditing,ACC-260-W01,,2023 Summer Full,5/30/2023 - 8/7/2023,,Off Site,,,INT,35,0
Not-For-Profit Accounting,ACC-265-W01,,2023 Summer Full,5/30/2023 - 8/7/2023,,Off Site,,,INT,35,0
Selected Topics in Accounting,ACC-275-W01,,2023 Summer Full,5/30/2023 - 8/7/2023,,Off Site,,,INT,30,0
Refrigeration Fundamentals,ACR-108-001,M,2023 Summer Full,5/30/2023 - 8/7/2023,09:00 AM - 12:00 PM,Thornley,940,221,LEC,20,0
Refrigeration Fundamentals,ACR-108-001,W,2023 Summer Full,5/30/2023 - 8/7/2023,09:00 AM - 01:00 PM,Thornley,940,215A,LAB,20,0
Refrigeration Fundamentals,ACR-108-002,M,2023 Summer Full,5/30/2023 - 8/7/2023,06:00 PM - 09:00 PM,Thornley,940,221,LEC,20,0
Refrigeration Fundamentals,ACR-108-002,W,2023 Summer Full,5/30/2023 - 8/7/2023,06:00 PM - 10:00 PM,Thornley,940,215B,LAB,20,0
Tools & Service Techniques II,ACR-109-001,T,2023 Summer Full,5/30/2023 - 8/7/2023,09:00 AM - 10:45 AM,Thornley,940,222,LEC,20,0
Tools & Service Techniques II,ACR-109-001,TH,2023 Summer Full,5/30/2023 - 8/7/2023,09:00 AM - 12:00 PM,Thornley,940,215B,LAB,20,0
Tools & Service Techniques II,ACR-109-001,T,2023 Summer Full,5/30/2023 - 8/7/2023,11:00 AM - 12:00 PM,Thornley,940,215B,LAB,20,0
Tools & Service Techniques II,ACR-109-002,TH,2023 Summer Full,5/30/2023 - 8/7/2023,06:00 PM - 09:00 PM,Thornley,940,215A,LAB,20,0
Tools & Service Techniques II,ACR-109-002,T,2023 Summer Full,5/30/2023 - 8/7/2023,06:00 PM - 07:45 PM,Thornley,940,222,LEC,20,0
Tools & Service Techniques II,ACR-109-002,T,2023 Summer Full,5/30/2023 - 8/7/2023,08:00 PM - 09:00 PM,Thornley,940,215A,LAB,20,0
Gas Heating Principles,ACR-111-001,W,2023 Summer Full,5/30/2023 - 8/7/2023,06:00 PM - 08:15 PM,Thornley,940,215B,LAB,15,0
Gas Heating Principles,ACR-111-001,M,2023 Summer Full,5/30/2023 - 8/7/2023,06:00 PM - 10:25 PM,Thornley,940,222,HYB,15,0
Basic Air Conditioning,ACR-120-001,TH,2023 Summer Full,5/30/2023 - 8/7/2023,06:00 PM - 10:30 PM,Thornley,940,215B,LAB,20,0
Basic Air Conditioning,ACR-120-001,T,2023 Summer Full,5/30/2023 - 8/7/2023,06:00 PM - 10:30 PM,Thornley,940,221,HYB,20,0
Basic Sheet Metal,ACR-150-001,W,2023 Summer Full,5/30/2023 - 8/7/2023,09:00 AM - 12:00 PM,Thornley,940,222,LEC,20,0
Basic Sheet Metal,ACR-150-002,T,2023 Summer Full,5/30/2023 - 8/7/2023,06:00 PM - 09:00 PM,Thornley,940,215B,LEC,20,0
Heat Pumps,ACR-210-001,TH,2023 Summer Full,5/30/2023 - 8/7/2023,09:00 AM - 01:30 PM,Thornley,940,215A,LAB,20,0
Heat Pumps,ACR-210-001,T,2023 Summer Full,5/30/2023 - 8/7/2023,09:00 AM - 01:30 PM,Thornley,940,222,HYB,20,0
Heat Pumps,ACR-210-002,M,2023 Summer Full,5/30/2023 - 8/7/2023,06:00 PM - 10:30 PM,Thornley,940,221,LEC,20,0
Heat Pumps,ACR-210-002,W,2023 Summer Full,5/30/2023 - 8/7/2023,06:00 PM - 10:30 PM,Thornley,940,215B,LAB,20,0
Codes and Ordinances,ACR-224-W01,,2023 Summer Full,5/30/2023 - 8/7/2023,,Off Site,,,INT,20,0
Medical Vocabulary/Anatomy,AHS-104-W01,,2023 Summer Full,5/30/2023 - 8/7/2023,,Off Site,,,INT,30,0
Medical Vocabulary/Anatomy,AHS-104-W02,,2023 Summer Full,5/30/2023 - 8/7/2023,,Off Site,,,INT,30,0
Basic Pharmacology,AHS-121-W01,,2023 Summer Full,5/30/2023 - 8/7/2023,,Off Site,,,INT,29,0
Phlebotomy,AHS-142-001,F,2023 Summer Full,5/30/2023 - 8/7/2023,09:00 AM - 10:30 AM,Off Site,,,SOM,24,0
Phlebotomy-Lab,AHS-142L-001,F,2023 Summer Full,5/30/2023 - 8/7/2023,11:30 AM - 01:30 PM,Thornley,920,802,LAB,8,0
Phlebotomy-Lab,AHS-142L-002,T,2023 Summer Full,5/30/2023 - 8/7/2023,02:00 PM - 04:00 PM,Thornley,920,802,LAB,8,0
Fundamentals of Disease,AHS-170-W01,,2023 Summer Full,5/30/2023 - 8/7/2023,,Off Site,,,INT,30,0
Robotics & Automated Cntrl II,AMT-205-001,M W,2023 Summer Full,5/30/2023 - 8/7/2023,06:00 PM - 09:00 PM,Thornley,1000,101,HYB,15,0
General Anthropology,ANT-101-W01,,2023 Summer Full,5/30/2023 - 8/7/2023,,Off Site,,,INT,30,0
Admin Systems and Procedures,AOT-251-W01,,2023 Summer Full,5/30/2023 - 8/7/2023,,Off Site,,,INT,35,0
Art History and Appreciation,ART-101-W01,,2023 Summer Full,5/30/2023 - 8/7/2023,,Off Site,,,INT,30,0
Art History and Appreciation,ART-101-W02,,2023 Summer Full,5/30/2023 - 8/7/2023,,Off Site,,,INT,30,0
Film As Art,ART-105-001,M W,2023 Summer Full,5/30/2023 - 8/7/2023,01:00 PM - 02:23 PM,Thornley,,,LEC,30,0
Film As Art,ART-105-001,M W,2023 Summer Full,5/30/2023 - 8/7/2023,02:24 PM - 04:40 PM,Thornley,,,LAB,30,0
Film As Art,ART-105-W01,,2023 Summer Full,5/30/2023 - 8/7/2023,,Off Site,,,INT,30,0
History of Photography,ART-106-001,W,2023 Summer Full,5/30/2023 - 8/7/2023,09:00 AM - 11:20 AM,Thornley,950,225,HYB,20,0
Basic Drawing II,ART-112-001,T,2023 Summer Full,5/30/2023 - 8/7/2023,09:00 AM - 12:40 PM,Thornley,950,225,HYB,24,0
History of Graphic Design,ART-210-001,W,2023 Summer Full,5/30/2023 - 8/7/2023,01:00 PM - 03:20 PM,Thornley,950,219,HYB,30,0
Introduction to Painting,ART-211-001,TH,2023 Summer Full,5/30/2023 - 8/7/2023,09:00 AM - 12:40 PM,Thornley,950,225,HYB,20,0
Photojournalism,ART-290-001,M,2023 Summer Full,5/30/2023 - 8/7/2023,09:00 AM - 12:40 PM,Thornley,920,406,HYB,20,0
Computer Graphics I,ARV-110-001,M,2023 Summer Full,5/30/2023 - 8/7/2023,09:00 AM - 12:40 PM,Thornley,950,226,HYB,20,0
Computer Graphics I,ARV-110-W01,,2023 Summer Full,5/30/2023 - 8/7/2023,,Off Site,,,INT,20,0
Design,ARV-121-002,T,2023 Summer Full,5/30/2023 - 8/7/2023,01:15 PM - 04:55 PM,Thornley,950,225,HYB,25,0
Composition and Color,ARV-123-W01,,2023 Summer Full,5/30/2023 - 8/7/2023,,Off Site,,,INT,25,0
Drawing for Animators,ARV-125-001,M W,2023 Summer Full,5/30/2023 - 8/7/2023,11:00 AM - 12:50 PM,Thornley,920,740A,HYB,24,0
Motion Graphics I,ARV-136-001,T,2023 Summer Full,5/30/2023 - 8/7/2023,09:00 AM - 12:40 PM,Thornley,920,740A,HYB,20,0
Motion Graphics I,ARV-136-W01,,2023 Summer Full,5/30/2023 - 8/7/2023,,Off Site,,,INT,20,0
Graphic Reproduction I,ARV-162-001,T,2023 Summer Full,5/30/2023 - 8/7/2023,01:15 PM - 04:55 PM,Thornley,950,226,HYB,20,0
Digital Print Production,ARV-164-001,TH,2023 Summer Full,5/30/2023 - 8/7/2023,09:00 AM - 12:40 PM,Thornley,950,226,HYB,15,0
Graphic Illustration,ARV-205-W01,,2023 Summer Full,5/30/2023 - 8/7/2023,,Off Site,,,INT,24,0
Computer Graphics II,ARV-210-W01,,2023 Summer Full,5/30/2023 - 8/7/2023,,Off Site,,,INT,20,0
Digital Media Design,ARV-211-001,W,2023 Summer Full,5/30/2023 - 8/7/2023,09:00 AM - 12:40 PM,Thornley,950,226,HYB,20,0
Digital Photography,ARV-212-001,M W,2023 Summer Full,5/30/2023 - 8/7/2023,01:15 PM - 02:38 PM,Thornley,920,406,LEC,20,0
Digital Photography,ARV-212-001,M W,2023 Summer Full,5/30/2023 - 8/7/2023,02:39 PM - 04:55 PM,Thornley,920,406,LAB,20,0
Computer Imagery,ARV-217-001,T TH,2023 Summer Full,5/30/2023 - 8/7/2023,09:00 AM - 10:23 AM,Thornley,920,406,LEC,23,0
Computer Imagery,ARV-217-001,T TH,2023 Summer Full,5/30/2023 - 8/7/2023,10:24 AM - 12:40 PM,Thornley,920,406,LAB,23,0
Computer Imagery,ARV-217-W01,,2023 Summer Full,5/30/2023 - 8/7/2023,,Off Site,,,INT,23,0
Multimedia Techniques,ARV-219-W01,,2023 Summer Full,5/30/2023 - 8/7/2023,,Off Site,,,INT,23,0
Web Site Design II,ARV-228-W01,,2023 Summer Full,5/30/2023 - 8/7/2023,,Off Site,,,INT,20,0
Advanced Multimedia,ARV-229-001,TH,2023 Summer Full,5/30/2023 - 8/7/2023,01:15 PM - 04:55 PM,Thornley,920,740A,HYB,20,0
Visual Arts Business Proced,ARV-230-001,T,2023 Summer Full,5/30/2023 - 8/7/2023,10:30 AM - 12:50 PM,Thornley,950,226,HYB,20,0
Advertising Design I,ARV-261-001,W,2023 Summer Full,5/30/2023 - 8/7/2023,01:15 PM - 04:55 PM,Thornley,950,226,HYB,20,0
Visual Arts Exit Portfolio,ARV-280-001,T TH,2023 Summer Full,5/30/2023 - 8/7/2023,06:00 PM - 08:45 PM,Off Site,,,SOM,20,0
Solar System Astronomy,AST-101-001,M W,2023 Summer Full,5/30/2023 - 8/7/2023,08:00 AM - 10:20 AM,Off Site,700,308,HYB,16,0
Solar System Astronomy,AST-101-W06,,2023 Summer Full,5/30/2023 - 8/7/2023,,Off Site,,,INT,16,0
Solar System Astronomy,AST-101-W07,,2023 Summer Full,5/30/2023 - 8/7/2023,,Off Site,,,INT,16,0
Stellar Astronomy,AST-102-001,T TH,2023 Summer Full,5/30/2023 - 8/7/2023,08:00 AM - 10:20 AM,Off Site,700,308,HYB,16,0
Stellar Astronomy,AST-102-W05,,2023 Summer Full,5/30/2023 - 8/7/2023,,Off Site,,,INT,16,0
Stellar Astronomy,AST-102-W06,,2023 Summer Full,5/30/2023 - 8/7/2023,,Off Site,,,INT,16,0
Personal Finance,BAF-101-W01,,2023 Summer Full,5/30/2023 - 8/7/2023,,Off Site,,,INT,35,0
Introductory Biology,BIO-100-001,M W,2023 Summer Full,5/30/2023 - 8/7/2023,06:00 PM - 09:05 PM,Thornley,630,227,LEC,35,0
Biological Science I,BIO-101-003,M W,2023 Summer Full,5/30/2023 - 8/7/2023,10:30 AM - 12:50 PM,Thornley,630,227,LEC,24,0
Biological Science I,BIO-101-003,M W,2023 Summer Full,5/30/2023 - 8/7/2023,01:00 PM - 03:20 PM,Thornley,630,226,LAB,24,0
Biological Science I,BIO-101-004,T TH,2023 Summer Full,5/30/2023 - 8/7/2023,08:00 AM - 10:20 AM,Thornley,630,107,LEC,24,0
Biological Science I,BIO-101-004,T TH,2023 Summer Full,5/30/2023 - 8/7/2023,10:30 AM - 12:50 PM,Thornley,630,226,LAB,24,0
Biological Science I,BIO-101-005,M W,2023 Summer Full,5/30/2023 - 8/7/2023,06:00 PM - 08:20 PM,Off Site,630,226,HYB,24,0
Biological Science I,BIO-101-006,T TH,2023 Summer Full,5/30/2023 - 8/7/2023,06:00 PM - 08:20 PM,Off Site,630,226,HYB,24,0
Biological Science I,BIO-101-B01,M W,2023 Summer Full,5/30/2023 - 8/7/2023,08:00 AM - 10:20 AM,Berkeley,6100,185,LAB,24,0
Biological Science I,BIO-101-B01,M W,2023 Summer Full,5/30/2023 - 8/7/2023,10:20 AM - 12:50 PM,Berkeley,6100,149,LEC,24,0
Biological Science I,BIO-101-MP2,M W,2023 Summer Full,5/30/2023 - 8/7/2023,09:00 AM - 10:45 AM,Mt. Pleasant,9100,108,HYB,18,0
Biological Science I,BIO-101-MP2,M W,2023 Summer Full,5/30/2023 - 8/7/2023,11:00 AM - 12:45 PM,Mt. Pleasant,9100,127,HYB,18,0
Biological Science I,BIO-101-P02,M W,2023 Summer Full,5/30/2023 - 8/7/2023,11:00 AM - 12:45 PM,Palmer,,,HYB,24,0
Biological Science I,BIO-101-P02,M W,2023 Summer Full,5/30/2023 - 8/7/2023,01:00 PM - 02:45 PM,Palmer,8100,160,HYB,24,0
Biological Science I,BIO-101-P03,T TH,2023 Summer Full,5/30/2023 - 8/7/2023,09:00 AM - 10:45 AM,Palmer,,,HYB,24,0
Biological Science I,BIO-101-P03,T TH,2023 Summer Full,5/30/2023 - 8/7/2023,11:00 AM - 12:45 PM,Palmer,8100,160,HYB,24,0
Biological Science I,BIO-101-W09,,2023 Summer Full,5/30/2023 - 8/7/2023,,Off Site,,,INT,35,0
Biological Science I,BIO-101-W10,,2023 Summer Full,5/30/2023 - 8/7/2023,,Off Site,,,INT,24,0
Biological Science I,BIO-101-W11,,2023 Summer Full,5/30/2023 - 8/7/2023,,Off Site,,,INT,24,0
Biological Science I,BIO-101-W12,,2023 Summer Full,5/30/2023 - 8/7/2023,,Off Site,,,INT,24,0
Biological Science II,BIO-102-003,T TH,2023 Summer Full,5/30/2023 - 8/7/2023,08:00 AM - 10:20 AM,Thornley,630,104,LEC,24,0
Biological Science II,BIO-102-003,T TH,2023 Summer Full,5/30/2023 - 8/7/2023,10:30 AM - 12:50 PM,Thornley,630,222,LAB,24,0
Biological Science II,BIO-102-004,M W,2023 Summer Full,5/30/2023 - 8/7/2023,06:00 PM - 08:20 PM,Off Site,630,222,HYB,24,0
Biological Science II,BIO-102-B01,M W,2023 Summer Full,5/30/2023 - 8/7/2023,10:30 AM - 12:50 PM,Off Site,6100,185,HYB,24,0
Biological Science II,BIO-102-MP2,M W,2023 Summer Full,5/30/2023 - 8/7/2023,11:00 AM - 12:45 PM,Mt. Pleasant,9100,108,HYB,18,0
Biological Science II,BIO-102-MP2,M W,2023 Summer Full,5/30/2023 - 8/7/2023,01:00 PM - 02:45 PM,Mt. Pleasant,9100,127,HYB,18,0
Biological Science II,BIO-102-P02,T TH,2023 Summer Full,5/30/2023 - 8/7/2023,11:00 AM - 12:45 PM,Palmer,,,HYB,24,0
Biological Science II,BIO-102-P02,T TH,2023 Summer Full,5/30/2023 - 8/7/2023,01:00 PM - 02:45 PM,Palmer,8100,160,HYB,24,0
Biological Science II,BIO-102-W10,,2023 Summer Full,5/30/2023 - 8/7/2023,,Off Site,,,INT,24,0
Biological Science II,BIO-102-W11,,2023 Summer Full,5/30/2023 - 8/7/2023,,Off Site,,,INT,24,0
Biological Science II,BIO-102-W12,,2023 Summer Full,5/30/2023 - 8/7/2023,,Off Site,,,INT,24,0
Biological Science II,BIO-102-W13,,2023 Summer Full,5/30/2023 - 8/7/2023,,Off Site,,,INT,35,0
Anatomy and Physiology I,BIO-210-003,M W,2023 Summer Full,5/30/2023 - 8/7/2023,08:00 AM - 10:20 AM,Thornley,,,LAB,24,0
Anatomy and Physiology I,BIO-210-003,M W,2023 Summer Full,5/30/2023 - 8/7/2023,10:30 AM - 12:50 PM,Thornley,,,LEC,24,0
Anatomy and Physiology I,BIO-210-004,M W,2023 Summer Full,5/30/2023 - 8/7/2023,10:30 AM - 12:50 PM,Thornley,970,206,LEC,24,0
Anatomy and Physiology I,BIO-210-004,M W,2023 Summer Full,5/30/2023 - 8/7/2023,01:00 PM - 03:20 PM,Thornley,970,332,LAB,24,0
Anatomy and Physiology I,BIO-210-005,T TH,2023 Summer Full,5/30/2023 - 8/7/2023,08:00 AM - 10:20 AM,Thornley,970,332,LAB,24,0
Anatomy and Physiology I,BIO-210-005,T TH,2023 Summer Full,5/30/2023 - 8/7/2023,10:30 AM - 12:50 PM,Thornley,,,LEC,24,0
Anatomy and Physiology I,BIO-210-006,T TH,2023 Summer Full,5/30/2023 - 8/7/2023,10:30 AM - 12:50 PM,Thornley,970,207,LEC,24,0
Anatomy and Physiology I,BIO-210-006,T TH,2023 Summer Full,5/30/2023 - 8/7/2023,01:00 PM - 03:20 PM,Thornley,970,332,LAB,24,0
Anatomy and Physiology I,BIO-210-007,T TH,2023 Summer Full,5/30/2023 - 8/7/2023,10:30 AM - 12:50 PM,Thornley,970,332,LAB,24,0
Anatomy and Physiology I,BIO-210-007,T TH,2023 Summer Full,5/30/2023 - 8/7/2023,01:00 PM - 03:20 PM,Thornley,970,333,LEC,24,0
Anatomy and Physiology I,BIO-210-008,M W,2023 Summer Full,5/30/2023 - 8/7/2023,01:00 PM - 03:20 PM,Thornley,970,333,LEC,24,0
Anatomy and Physiology I,BIO-210-008,M W,2023 Summer Full,5/30/2023 - 8/7/2023,03:30 PM - 05:50 PM,Thornley,970,332,LAB,24,0
Anatomy and Physiology I,BIO-210-009,M W,2023 Summer Full,5/30/2023 - 8/7/2023,10:30 AM - 12:50 PM,Off Site,970,332,HYB,24,0
Anatomy and Physiology I,BIO-210-010,M W,2023 Summer Full,5/30/2023 - 8/7/2023,06:00 PM - 08:20 PM,Off Site,970,332,HYB,24,0
Anatomy and Physiology I,BIO-210-011,T TH,2023 Summer Full,5/30/2023 - 8/7/2023,06:00 PM - 08:20 PM,Off Site,970,332,HYB,24,0
Anatomy and Physiology I,BIO-210-B01,T TH,2023 Summer Full,5/30/2023 - 8/7/2023,08:00 AM - 10:20 AM,Berkeley,6100,149,LEC,24,0
Anatomy and Physiology I,BIO-210-B01,T TH,2023 Summer Full,5/30/2023 - 8/7/2023,10:30 AM - 12:50 PM,Berkeley,6100,185,LAB,24,0
Anatomy and Physiology I,BIO-210-B02,M W,2023 Summer Full,5/30/2023 - 8/7/2023,06:00 PM - 08:20 PM,Off Site,6100,185,HYB,24,0
Anatomy and Physiology I,BIO-210-MP2,T TH,2023 Summer Full,5/30/2023 - 8/7/2023,09:00 AM - 10:45 AM,Mt. Pleasant,9100,111,HYB,18,0
Anatomy and Physiology I,BIO-210-MP2,T TH,2023 Summer Full,5/30/2023 - 8/7/2023,11:00 AM - 12:45 PM,Mt. Pleasant,9100,127,HYB,18,0
Anatomy and Physiology I,BIO-210-P02,M W,2023 Summer Full,5/30/2023 - 8/7/2023,09:00 AM - 10:45 AM,Palmer,,,HYB,24,0
Anatomy and Physiology I,BIO-210-P02,M W,2023 Summer Full,5/30/2023 - 8/7/2023,11:00 AM - 12:45 PM,Palmer,8100,238,HYB,24,0
Anatomy and Physiology I,BIO-210-P04,M W,2023 Summer Full,5/30/2023 - 8/7/2023,06:00 PM - 08:20 PM,Off Site,8100,238,HYB,24,0
Anatomy and Physiology I,BIO-210-W13,,2023 Summer Full,5/30/2023 - 8/7/2023,,Off Site,,,INT,24,0
Anatomy and Physiology I,BIO-210-W14,,2023 Summer Full,5/30/2023 - 8/7/2023,,Off Site,,,INT,24,0
Anatomy and Physiology I,BIO-210-W15,,2023 Summer Full,5/30/2023 - 8/7/2023,,Off Site,,,INT,24,0
Anatomy and Physiology I,BIO-210-W16,,2023 Summer Full,5/30/2023 - 8/7/2023,,Off Site,,,INT,24,0
Anatomy and Physiology II,BIO-211-003,T TH,2023 Summer Full,5/30/2023 - 8/7/2023,08:00 AM - 10:20 AM,Thornley,970,335,LAB,24,0
Anatomy and Physiology II,BIO-211-003,T TH,2023 Summer Full,5/30/2023 - 8/7/2023,10:30 AM - 12:50 PM,Thornley,,,LEC,24,0
Anatomy and Physiology II,BIO-211-004,T TH,2023 Summer Full,5/30/2023 - 8/7/2023,10:30 AM - 12:50 PM,Thornley,970,206,LEC,24,0
Anatomy and Physiology II,BIO-211-004,T TH,2023 Summer Full,5/30/2023 - 8/7/2023,01:00 PM - 03:20 PM,Thornley,970,335,LAB,24,0
Anatomy and Physiology II,BIO-211-005,M W,2023 Summer Full,5/30/2023 - 8/7/2023,03:30 PM - 05:50 PM,Off Site,970,335,HYB,24,0
Anatomy and Physiology II,BIO-211-006,M W,2023 Summer Full,5/30/2023 - 8/7/2023,06:00 PM - 08:20 PM,Off Site,970,335,HYB,24,0
Anatomy and Physiology II,BIO-211-007,T TH,2023 Summer Full,5/30/2023 - 8/7/2023,06:00 PM - 08:20 PM,Off Site,970,335,HYB,24,0
Anatomy and Physiology II,BIO-211-B01,T TH,2023 Summer Full,5/30/2023 - 8/7/2023,08:00 AM - 10:20 AM,Berkeley,6100,185,HYB,24,0
Anatomy and Physiology II,BIO-211-B02,T TH,2023 Summer Full,5/30/2023 - 8/7/2023,06:00 PM - 08:20 PM,Off Site,6100,185,HYB,24,0
Anatomy and Physiology II,BIO-211-MP2,T TH,2023 Summer Full,5/30/2023 - 8/7/2023,11:00 AM - 12:45 PM,Mt. Pleasant,9100,111,HYB,18,0
Anatomy and Physiology II,BIO-211-MP2,T TH,2023 Summer Full,5/30/2023 - 8/7/2023,01:00 PM - 02:45 PM,Mt. Pleasant,9100,127,HYB,18,0
Anatomy and Physiology II,BIO-211-P01,M W,2023 Summer Full,5/30/2023 - 8/7/2023,11:00 AM - 12:45 PM,Palmer,,,HYB,24,0
Anatomy and Physiology II,BIO-211-P01,M W,2023 Summer Full,5/30/2023 - 8/7/2023,01:00 PM - 02:45 PM,Palmer,8100,238,HYB,24,0
Anatomy and Physiology II,BIO-211-P02,T TH,2023 Summer Full,5/30/2023 - 8/7/2023,06:00 PM - 08:20 PM,Off Site,8100,238,HYB,24,0
Anatomy and Physiology II,BIO-211-P02,,2023 Summer Full,5/30/2023 - 8/7/2023,,Off Site,,,HYB,24,0
Anatomy and Physiology II,BIO-211-W13,,2023 Summer Full,5/30/2023 - 8/7/2023,,Off Site,,,INT,24,0
Anatomy and Physiology II,BIO-211-W14,,2023 Summer Full,5/30/2023 - 8/7/2023,,Off Site,,,INT,24,0
Anatomy and Physiology II,BIO-211-W15,,2023 Summer Full,5/30/2023 - 8/7/2023,,Off Site,,,INT,24,0
Anatomy and Physiology II,BIO-211-W16,,2023 Summer Full,5/30/2023 - 8/7/2023,,Off Site,,,INT,24,0
Microbiology,BIO-225-001,M W,2023 Summer Full,5/30/2023 - 8/7/2023,08:00 AM - 10:20 AM,Thornley,970,332,LEC,24,0
Microbiology,BIO-225-001,M W,2023 Summer Full,5/30/2023 - 8/7/2023,10:30 AM - 12:50 PM,Thornley,970,330,LAB,24,0
Microbiology,BIO-225-002,M W,2023 Summer Full,5/30/2023 - 8/7/2023,08:00 AM - 10:20 AM,Thornley,970,330,LAB,24,0
Microbiology,BIO-225-002,M W,2023 Summer Full,5/30/2023 - 8/7/2023,10:30 AM - 12:50 PM,Thornley,970,207,LEC,24,0
Microbiology,BIO-225-003,T TH,2023 Summer Full,5/30/2023 - 8/7/2023,08:00 AM - 10:20 AM,Thornley,970,330,LAB,24,0
Microbiology,BIO-225-003,T TH,2023 Summer Full,5/30/2023 - 8/7/2023,10:30 AM - 12:50 PM,Thornley,920,507,LEC,24,0
Microbiology,BIO-225-004,T TH,2023 Summer Full,5/30/2023 - 8/7/2023,01:00 PM - 03:20 PM,Thornley,970,334,LEC,24,0
Microbiology,BIO-225-004,T TH,2023 Summer Full,5/30/2023 - 8/7/2023,03:30 PM - 05:50 PM,Thornley,970,330,LAB,24,0
Microbiology,BIO-225-006,M W,2023 Summer Full,5/30/2023 - 8/7/2023,06:00 PM - 08:20 PM,Thornley,970,333,LEC,24,0
Microbiology,BIO-225-006,M W,2023 Summer Full,5/30/2023 - 8/7/2023,08:30 PM - 10:50 PM,Thornley,970,330,LAB,24,0
Microbiology,BIO-225-P02,M W,2023 Summer Full,5/30/2023 - 8/7/2023,08:00 AM - 10:20 AM,Palmer,8100,160,LAB,24,0
Microbiology,BIO-225-P02,M W,2023 Summer Full,5/30/2023 - 8/7/2023,10:30 AM - 12:50 PM,Palmer,,,LEC,24,0
Microbiology,BIO-225-P03,T TH,2023 Summer Full,5/30/2023 - 8/7/2023,06:00 PM - 08:20 PM,Off Site,8100,160,HYB,24,0
Microbiology,BIO-225-W01,,2023 Summer Full,5/30/2023 - 8/7/2023,,Off Site,,,INT,35,0
Microbiology,BIO-225-W02,,2023 Summer Full,5/30/2023 - 8/7/2023,,Off Site,,,INT,35,0
Microbiology,BIO-225-W03,,2023 Summer Full,5/30/2023 - 8/7/2023,,Off Site,,,INT,24,0
Microbiology,BIO-225-W04,,2023 Summer Full,5/30/2023 - 8/7/2023,,Off Site,,,INT,24,0
Introduction to Business,BUS-101-001,W,2023 Summer Full,5/30/2023 - 8/7/2023,10:00 AM - 11:30 AM,Thornley,200,147,HYB,32,0
Introduction to Business,BUS-101-W02,,2023 Summer Full,5/30/2023 - 8/7/2023,,Off Site,,,INT,35,0
Business Law I,BUS-121-W01,,2023 Summer Full,5/30/2023 - 8/7/2023,,Off Site,,,INT,30,0
Business Law I,BUS-121-W02,,2023 Summer Full,5/30/2023 - 8/7/2023,,Off Site,,,INT,30,0
Construction Materials,CET-120-001,T,2023 Summer Full,5/30/2023 - 8/7/2023,10:30 AM - 12:50 PM,Thornley,1000,103,HYB,24,0
Environmental Systems Tech,CET-246-001,TH,2023 Summer Full,5/30/2023 - 8/7/2023,05:00 PM - 07:00 PM,Thornley,1000,103,HYB,24,0
Advanced Electronic Publishing,CGC-210-001,M,2023 Summer Full,5/30/2023 - 8/7/2023,01:15 PM - 04:55 PM,Thornley,950,226,HYB,20,0
Introductory Chemistry,CHM-100-001,M W,2023 Summer Full,5/30/2023 - 8/7/2023,06:00 PM - 08:20 PM,Off Site,700,303,HYB,16,0
Introductory Chemistry,CHM-100-W02,,2023 Summer Full,5/30/2023 - 8/7/2023,,Off Site,,,INT,18,0
General Organic & Biochemistry,CHM-105-001,T TH,2023 Summer Full,5/30/2023 - 8/7/2023,08:00 AM - 10:20 AM,Off Site,700,303,HYB,16,0
General Organic & Biochemistry,CHM-105-W02,,2023 Summer Full,5/30/2023 - 8/7/2023,,Off Site,,,INT,16,0
College Chemistry I,CHM-110-001,M W,2023 Summer Full,5/30/2023 - 8/7/2023,08:00 AM - 10:20 AM,Thornley,510,132,LEC,16,0
College Chemistry I,CHM-110-001,M W,2023 Summer Full,5/30/2023 - 8/7/2023,10:30 AM - 12:50 PM,Thornley,700,314,LAB,16,0
College Chemistry I,CHM-110-002,M W,2023 Summer Full,5/30/2023 - 8/7/2023,06:00 PM - 08:20 PM,Off Site,700,314,HYB,16,0
College Chemistry I,CHM-110-W07,,2023 Summer Full,5/30/2023 - 8/7/2023,,Off Site,,,INT,16,0
College Chemistry I,CHM-110-W08,,2023 Summer Full,5/30/2023 - 8/7/2023,,Off Site,,,INT,16,0
College Chemistry I,CHM-110-W09,,2023 Summer Full,5/30/2023 - 8/7/2023,,Off Site,,,INT,16,0
College Chemistry II,CHM-111-001,T TH,2023 Summer Full,5/30/2023 - 8/7/2023,10:30 AM - 12:50 PM,Thornley,510,132,LEC,16,0
College Chemistry II,CHM-111-001,T TH,2023 Summer Full,5/30/2023 - 8/7/2023,01:00 PM - 03:20 PM,Thornley,700,310,LAB,16,0
College Chemistry II,CHM-111-002,M W,2023 Summer Full,5/30/2023 - 8/7/2023,06:00 PM - 08:20 PM,Off Site,700,310,HYB,16,0
College Chemistry II,CHM-111-W07,,2023 Summer Full,5/30/2023 - 8/7/2023,,Off Site,,,INT,16,0
